Stage Name,stageCost,relDepth,stageClassification,avgDemand,stdDevDemand,stageTime,stdDev stageTime,stageTime_1,stageTime_%_1,stageTime_2,stageTime_%_2,stageTime_3,stageTime_%_3,stageTime_4,stageTime_%_4,stageTime_5,stageTime_%_5,stageTime_6,stageTime_%_6,xPosition,yPosition
Part_0223,$0.17 ,3,Part,,,31.00,,,,,,,,,,,,,,896,7104
Part_0224,$0.27 ,3,Part,,,38.00,,,,,,,,,,,,,,896,7136
Part_0225,$2.68 ,3,Part,,,22.00,,,,,,,,,,,,,,896,7168
Part_0226,$0.39 ,3,Part,,,27.00,,,,,,,,,,,,,,896,7200
Part_0227,$2.85 ,3,Part,,,36.00,,,,,,,,,,,,,,896,7232
Part_0228,$0.33 ,3,Part,,,20.00,,,,,,,,,,,,,,896,7264
Part_0229,$0.49 ,3,Part,,,35.00,,,,,,,,,,,,,,896,7296
Part_0230,$0.35 ,3,Part,,,34.00,,,,,,,,,,,,,,896,7328
Part_0231,$3.20 ,3,Part,,,31.00,70.00,,,,,,,,,,,,,896,7360
Part_0232,$0.27 ,3,Part,,,27.00,,,,,,,,,,,,,,896,7392
Part_0233,$0.29 ,3,Part,,,42.00,,,,,,,,,,,,,,896,7424
Part_0234,$0.18 ,3,Part,,,29.00,,,,,,,,,,,,,,896,7456
Part_0235,$0.15 ,3,Part,,,21.00,,,,,,,,,,,,,,896,7488
Part_0236,$0.18 ,3,Part,,,28.00,,,,,,,,,,,,,,896,7520
Part_0237,$0.55 ,3,Part,,,27.00,,,,,,,,,,,,,,896,7552
Part_0238,$0.37 ,3,Part,,,41.00,,,,,,,,,,,,,,896,7584
Part_0239,$0.11 ,3,Part,,,33.00,,,,,,,,,,,,,,896,7616
Part_0240,$0.20 ,3,Part,,,27.00,,,,,,,,,,,,,,896,7648
Part_0241,$0.07 ,3,Part,,,29.00,,,,,,,,,,,,,,896,7680
Part_0242,$0.25 ,3,Part,,,29.00,,,,,,,,,,,,,,896,7712
Part_0243,$0.27 ,3,Part,,,22.00,,,,,,,,,,,,,,896,7744
Part_0244,$10.86 ,3,Part,,,46.00,,,,,,,,,,,,,,896,7776
Part_0245,$0.13 ,3,Part,,,40.00,,,,,,,,,,,,,,896,7808
Part_0246,$0.12 ,3,Part,,,32.00,,,,,,,,,,,,,,896,7840
Part_0247,$0.33 ,3,Part,,,35.00,,,,,,,,,,,,,,896,7872
Part_0248,$0.46 ,3,Part,,,37.00,,,,,,,,,,,,,,896,7904
Part_0249,$0.17 ,3,Part,,,18.00,,,,,,,,,,,,,,896,7936
Part_0250,$34.07 ,3,Part,,,16.00,,,,,,,,,,,,,,896,7968
Part_0251,$0.56 ,3,Part,,,45.00,,,,,,,,,,,,,,896,8000
Part_0252,$0.06 ,3,Part,,,33.00,,,,,,,,,,,,,,896,8032
Part_0253,$0.05 ,3,Part,,,42.00,,,,,,,,,,,,,,896,8064
Part_0254,$2.26 ,3,Part,,,22.00,,,,,,,,,,,,,,896,8096
Part_0255,$2.69 ,3,Part,,,31.00,,,,,,,,,,,,,,896,8128
Part_0256,$0.49 ,3,Part,,,16.00,,,,,,,,,,,,,,896,8160
Part_0257,$0.00 ,3,Part,,,24.00,,,,,,,,,,,,,,896,8192
Part_0258,$0.12 ,3,Part,,,36.00,,,,,,,,,,,,,,896,8224
Part_0259,$0.46 ,3,Part,,,17.00,,,,,,,,,,,,,,896,8256
Part_0260,$0.16 ,3,Part,,,32.00,,,,,,,,,,,,,,896,8288
Part_0261,$0.21 ,3,Part,,,42.00,,,,,,,,,,,,,,896,8320
Part_0262,$0.30 ,3,Part,,,43.00,,,,,,,,,,,,,,896,8352
Part_0263,$0.24 ,3,Part,,,31.00,,,,,,,,,,,,,,896,8384
Part_0264,$0.17 ,3,Part,,,38.00,,,,,,,,,,,,,,896,8416
Part_0265,$0.03 ,3,Part,,,38.00,,,,,,,,,,,,,,896,8448
Part_0266,$0.05 ,3,Part,,,43.00,,,,,,,,,,,,,,896,8480
Part_0267,$0.17 ,3,Part,,,28.00,,,,,,,,,,,,,,896,8512
Part_0268,$0.44 ,3,Part,,,26.00,,,,,,,,,,,,,,896,8544
Part_0269,$0.33 ,3,Part,,,47.00,,,,,,,,,,,,,,896,8576
Part_0270,$0.11 ,3,Part,,,50.00,,,,,,,,,,,,,,896,8608
Part_0271,$0.23 ,3,Part,,,24.00,,,,,,,,,,,,,,896,8640
Part_0272,$0.04 ,3,Part,,,31.00,,,,,,,,,,,,,,896,8672
Part_0273,$0.44 ,3,Part,,,41.00,,,,,,,,,,,,,,896,8704
Part_0274,$0.08 ,3,Part,,,41.00,,,,,,,,,,,,,,896,8736
Part_0275,$0.04 ,3,Part,,,30.00,,,,,,,,,,,,,,896,8768
Part_0276,$0.51 ,3,Part,,,45.00,,,,,,,,,,,,,,896,8800
Part_0277,$0.31 ,3,Part,,,24.00,,,,,,,,,,,,,,896,8832
Part_0278,$0.46 ,3,Part,,,31.00,,,,,,,,,,,,,,896,8864
Part_0279,$0.00 ,3,Part,,,28.00,,,,,,,,,,,,,,896,8896
Part_0280,$0.04 ,3,Part,,,33.00,,,,,,,,,,,,,,896,8928
Part_0281,$0.21 ,3,Part,,,44.00,,,,,,,,,,,,,,896,8960
Part_0282,$0.20 ,3,Part,,,29.00,,,,,,,,,,,,,,896,8992
Part_0283,$0.14 ,3,Part,,,42.00,,,,,,,,,,,,,,896,9024
Part_0284,$1.61 ,3,Part,,,49.00,,,,,,,,,,,,,,896,9056
Part_0285,$0.18 ,3,Part,,,47.00,,,,,,,,,,,,,,896,9088
Part_0286,$0.49 ,3,Part,,,37.00,,,,,,,,,,,,,,896,9120
Part_0287,$0.91 ,3,Part,,,37.00,,,,,,,,,,,,,,896,9152
Part_0288,$0.50 ,3,Part,,,37.00,,,,,,,,,,,,,,896,9184
Part_0289,$0.38 ,3,Part,,,37.00,,,,,,,,,,,,,,896,9216
Part_0290,$2.41 ,3,Part,,,39.00,,,,,,,,,,,,,,896,9248
Part_0291,$0.00 ,3,Part,,,32.00,,,,,,,,,,,,,,896,9280
Part_0292,$0.00 ,3,Part,,,27.00,,,,,,,,,,,,,,896,9312
Part_0293,$1.53 ,3,Part,,,34.00,,,,,,,,,,,,,,896,9344
Part_0294,$0.63 ,3,Part,,,27.00,,,,,,,,,,,,,,896,9376
Part_0295,$0.38 ,3,Part,,,34.00,,,,,,,,,,,,,,896,9408
Part_0296,$0.37 ,3,Part,,,32.00,,,,,,,,,,,,,,896,9440
Part_0297,$0.25 ,3,Part,,,16.00,,,,,,,,,,,,,,896,9472
Part_0298,$7.83 ,3,Part,,,29.00,,,,,,,,,,,,,,896,9504
Part_0299,$1.26 ,3,Part,,,43.00,,,,,,,,,,,,,,896,9536
Part_0300,$1.32 ,3,Part,,,28.00,,,,,,,,,,,,,,896,9568
Part_0301,$8.41 ,3,Part,,,35.00,,,,,,,,,,,,,,896,9600
Part_0302,$0.49 ,3,Part,,,36.00,,,,,,,,,,,,,,896,9632
Part_0303,$0.52 ,3,Part,,,51.00,,,,,,,,,,,,,,896,9664
Part_0304,$0.44 ,3,Part,,,29.00,,,,,,,,,,,,,,896,9696
Part_0305,$0.09 ,3,Part,,,36.00,,,,,,,,,,,,,,896,9728
Part_0306,$0.08 ,3,Part,,,23.00,,,,,,,,,,,,,,896,9760
Part_0307,$1.83 ,3,Part,,,21.00,,,,,,,,,,,,,,896,9792
Part_0308,$0.33 ,3,Part,,,33.00,,,,,,,,,,,,,,896,9824
Part_0309,$0.33 ,3,Part,,,33.00,,,,,,,,,,,,,,896,9856
Part_0310,$0.19 ,3,Part,,,29.00,,,,,,,,,,,,,,896,9888
Part_0311,$0.18 ,3,Part,,,44.00,,,,,,,,,,,,,,896,9920
Part_0312,$0.21 ,3,Part,,,38.00,,,,,,,,,,,,,,896,9952
Part_0313,$0.18 ,3,Part,,,26.00,,,,,,,,,,,,,,896,9984
Part_0314,$0.64 ,3,Part,,,18.00,,,,,,,,,,,,,,896,10016
Part_0315,$0.18 ,3,Part,,,22.00,,,,,,,,,,,,,,896,10048
Part_0316,$0.03 ,3,Part,,,24.00,,,,,,,,,,,,,,896,10080
Part_0317,$0.05 ,3,Part,,,26.00,,,,,,,,,,,,,,896,10112
Part_0318,$0.19 ,3,Part,,,44.00,,,,,,,,,,,,,,896,10144
Part_0319,$0.40 ,3,Part,,,30.00,,,,,,,,,,,,,,896,10176
Part_0320,$0.07 ,3,Part,,,29.00,,,,,,,,,,,,,,896,10208
Part_0321,$0.14 ,3,Part,,,23.00,,,,,,,,,,,,,,896,10240
Part_0322,$0.20 ,3,Part,,,42.00,,,,,,,,,,,,,,896,10272
Part_0323,$0.13 ,3,Part,,,25.00,,,,,,,,,,,,,,896,10304
Part_0324,$0.29 ,3,Part,,,38.00,,,,,,,,,,,,,,896,10336
Part_0325,$0.03 ,3,Part,,,21.00,,,,,,,,,,,,,,896,10368
Part_0326,$0.34 ,3,Part,,,34.00,,,,,,,,,,,,,,896,10400
Part_0327,$0.04 ,3,Part,,,25.00,,,,,,,,,,,,,,896,10432
Part_0328,$0.03 ,3,Part,,,34.00,,,,,,,,,,,,,,896,10464
Part_0329,$0.03 ,3,Part,,,32.00,,,,,,,,,,,,,,896,10496
Part_0330,$0.07 ,3,Part,,,28.00,,,,,,,,,,,,,,896,10528
Part_0331,$0.04 ,3,Part,,,39.00,,,,,,,,,,,,,,896,10560
Part_0332,$0.04 ,3,Part,,,25.00,,,,,,,,,,,,,,896,10592
Part_0333,$0.02 ,3,Part,,,28.00,,,,,,,,,,,,,,896,10624
Part_0334,$0.29 ,3,Part,,,22.00,,,,,,,,,,,,,,896,10656
Part_0335,$0.28 ,3,Part,,,26.00,,,,,,,,,,,,,,896,10688
Part_0336,$0.03 ,3,Part,,,27.00,,,,,,,,,,,,,,896,10720
Part_0337,$0.04 ,3,Part,,,39.00,,,,,,,,,,,,,,896,10752
Part_0338,$0.35 ,3,Part,,,40.00,,,,,,,,,,,,,,896,10784
Part_0339,$0.51 ,3,Part,,,23.00,,,,,,,,,,,,,,896,10816
Part_0340,$0.10 ,3,Part,,,45.00,,,,,,,,,,,,,,896,10848
Part_0341,$0.03 ,3,Part,,,19.00,,,,,,,,,,,,,,896,10880
Part_0342,$0.16 ,3,Part,,,32.00,,,,,,,,,,,,,,896,10912
Part_0343,$0.03 ,3,Part,,,29.00,,,,,,,,,,,,,,896,10944
Part_0344,$0.02 ,3,Part,,,40.00,,,,,,,,,,,,,,896,10976
Part_0345,$0.09 ,3,Part,,,49.00,,,,,,,,,,,,,,896,11008
Part_0346,$0.02 ,3,Part,,,40.00,,,,,,,,,,,,,,896,11040
Part_0347,$0.17 ,3,Part,,,44.00,,,,,,,,,,,,,,896,11072
Part_0348,$0.04 ,3,Part,,,26.00,,,,,,,,,,,,,,896,11104
Part_0349,$0.04 ,3,Part,,,25.00,,,,,,,,,,,,,,896,11136
Part_0350,$0.02 ,3,Part,,,34.00,,,,,,,,,,,,,,896,11168
Part_0351,$0.42 ,3,Part,,,45.00,,,,,,,,,,,,,,896,11200
Part_0352,$0.00 ,3,Part,,,25.00,,,,,,,,,,,,,,896,11232
Part_0353,$0.14 ,3,Part,,,26.00,,,,,,,,,,,,,,896,11264
Part_0354,$0.18 ,3,Part,,,30.00,,,,,,,,,,,,,,896,11296
Part_0355,$0.13 ,3,Part,,,30.00,,,,,,,,,,,,,,896,11328
Part_0356,$0.06 ,3,Part,,,35.00,,,,,,,,,,,,,,896,11360
Part_0357,$0.45 ,3,Part,,,35.00,,,,,,,,,,,,,,896,11392
Part_0358,$0.03 ,3,Part,,,29.00,,,,,,,,,,,,,,896,11424
Part_0359,$0.03 ,3,Part,,,40.00,,,,,,,,,,,,,,896,11456
Part_0360,$0.17 ,3,Part,,,28.00,,,,,,,,,,,,,,896,11488
Part_0361,$0.00 ,3,Part,,,26.00,,,,,,,,,,,,,,896,11520
Part_0362,$0.37 ,3,Part,,,43.00,,,,,,,,,,,,,,896,11552
Part_0363,$0.41 ,3,Part,,,25.00,,,,,,,,,,,,,,896,11584
Part_0364,$0.16 ,3,Part,,,33.00,,,,,,,,,,,,,,896,11616
Part_0365,$0.25 ,3,Part,,,37.00,,,,,,,,,,,,,,896,11648
Part_0366,$0.08 ,3,Part,,,28.00,,,,,,,,,,,,,,896,11680
Part_0367,$0.00 ,3,Part,,,30.00,,,,,,,,,,,,,,896,11712
Part_0368,$0.00 ,3,Part,,,22.00,,,,,,,,,,,,,,896,11744
Part_0369,$0.00 ,3,Part,,,23.00,,,,,,,,,,,,,,896,11776
Part_0370,$0.95 ,3,Part,,,42.00,,,,,,,,,,,,,,896,11808
Part_0371,$0.73 ,3,Part,,,33.00,,,,,,,,,,,,,,896,11840
Part_0372,$0.24 ,3,Part,,,47.00,,,,,,,,,,,,,,896,11872
Part_0373,$0.23 ,3,Part,,,34.00,,,,,,,,,,,,,,896,11904
Part_0374,$0.25 ,3,Part,,,32.00,,,,,,,,,,,,,,896,11936
Part_0375,$0.22 ,3,Part,,,43.00,,,,,,,,,,,,,,896,11968
Part_0376,$0.50 ,3,Part,,,31.00,,,,,,,,,,,,,,896,12000
Part_0377,$0.05 ,3,Part,,,29.00,,,,,,,,,,,,,,896,12032
Part_0378,$0.37 ,3,Part,,,43.00,,,,,,,,,,,,,,896,12064
Part_0379,$0.25 ,3,Part,,,28.00,,,,,,,,,,,,,,896,12096
Part_0380,$0.18 ,3,Part,,,31.00,,,,,,,,,,,,,,896,12128
Part_0381,$0.25 ,3,Part,,,38.00,,,,,,,,,,,,,,896,12160
Part_0382,$3.75 ,3,Part,,,22.00,,,,,,,,,,,,,,896,12192
Part_0383,$0.84 ,3,Part,,,35.00,,,,,,,,,,,,,,896,12224
Part_0384,$0.64 ,3,Part,,,41.00,,,,,,,,,,,,,,896,12256
Part_0385,$0.02 ,3,Part,,,29.00,,,,,,,,,,,,,,896,12288
Part_0386,$3.40 ,3,Part,,,44.00,,,,,,,,,,,,,,896,12320
Part_0387,$2.18 ,3,Part,,,33.00,,,,,,,,,,,,,,896,12352
Part_0388,$0.14 ,3,Part,,,23.00,,,,,,,,,,,,,,896,12384
Part_0389,$1.55 ,3,Part,,,23.00,,,,,,,,,,,,,,896,12416
Part_0390,$0.37 ,3,Part,,,19.00,,,,,,,,,,,,,,896,12448
Part_0391,$0.00 ,3,Part,,,42.00,,,,,,,,,,,,,,896,12480
Part_0392,$0.00 ,3,Part,,,32.00,,,,,,,,,,,,,,896,12512
Part_0393,$0.53 ,3,Part,,,33.00,,,,,,,,,,,,,,896,12544
Part_0394,$0.70 ,3,Part,,,23.00,,,,,,,,,,,,,,896,12576
Part_0395,$0.64 ,3,Part,,,37.00,,,,,,,,,,,,,,896,12608
Part_0396,$0.08 ,3,Part,,,53.00,,,,,,,,,,,,,,896,12640
Part_0397,$0.18 ,3,Part,,,41.00,,,,,,,,,,,,,,896,12672
Part_0398,$0.44 ,3,Part,,,21.00,,,,,,,,,,,,,,896,12704
Retail_0001,$0.00 ,2,Retail,401.65,851.71,5.00,,,,,,,,,,,,,,1136,6272
Retail_0002,$0.00 ,2,Retail,53.93,53.43,5.00,,,,,,,,,,,,,,1136,12640
Retail_0003,$0.00 ,2,Retail,61.05,234.64,5.00,,,,,,,,,,,,,,1136,12672
Retail_0004,$0.00 ,2,Retail,9.56,57.34,5.00,,,,,,,,,,,,,,1136,12704
Retail_0005,$0.00 ,2,Retail,89.17,459.88,5.00,,,,,,,,,,,,,,1136,12736
Retail_0006,$0.00 ,2,Retail,20.07,68.63,5.00,,,,,,,,,,,,,,1136,12768
Retail_0007,$0.00 ,2,Retail,221.26,1068.52,5.00,,,,,,,,,,,,,,1136,12800
Retail_0008,$0.00 ,2,Retail,8.13,41.80,5.00,,,,,,,,,,,,,,1136,12832
Retail_0009,$0.00 ,2,Retail,154.13,438.24,5.00,,,,,,,,,,,,,,1136,12864
Retail_0010,$0.00 ,2,Retail,303.82,907.53,5.00,,,,,,,,,,,,,,1136,12896
Retail_0011,$0.00 ,2,Retail,18.95,75.18,5.00,,,,,,,,,,,,,,1136,12928
Retail_0012,$0.00 ,2,Retail,10.89,52.28,5.00,,,,,,,,,,,,,,1136,12960
Retail_0013,$0.00 ,2,Retail,25.75,34.46,5.00,,,,,,,,,,,,,,1136,12992
Retail_0014,$0.00 ,2,Retail,43.23,232.62,5.00,,,,,,,,,,,,,,1136,13024
Retail_0015,$0.00 ,2,Retail,99.83,299.13,5.00,,,,,,,,,,,,,,1136,13056
Retail_0016,$1.17 ,0,Retail,78.22,217.40,10.00,,,,,,,,,,,,,,1536,32
Retail_0017,$0.00 ,0,Retail,244.38,592.86,5.00,,,,,,,,,,,,,,1536,80
Retail_0018,$0.00 ,0,Retail,7.22,30.08,5.00,,,,,,,,,,,,,,1536,128
Retail_0019,$0.64 ,0,Retail,42.74,152.25,10.00,,,,,,,,,,,,,,1536,224
Retail_0020,$0.00 ,0,Retail,185.86,864.20,5.00,,,,,,,,,,,,,,1536,272
Retail_0021,$0.92 ,0,Retail,73.54,341.44,10.00,,,,,,,,,,,,,,1536,576
Retail_0022,$0.00 ,0,Retail,224.15,1109.39,5.00,,,,,,,,,,,,,,1536,624
Retail_0023,$0.86 ,0,Retail,20.06,65.00,10.00,,,,,,,,,,,,,,1536,768
Retail_0024,$0.81 ,0,Retail,15.52,16.16,10.00,,,,,,,,,,,,,,1536,960
Retail_0025,$0.71 ,0,Retail,19.16,15.55,10.00,,,,,,,,,,,,,,1536,1152
Retail_0026,$0.00 ,0,Retail,14.32,38.26,5.00,,,,,,,,,,,,,,1536,1200
Retail_0027,$0.54 ,0,Retail,10.71,11.84,10.00,,,,,,,,,,,,,,1536,1344
Retail_0028,$0.00 ,0,Retail,27.56,71.65,5.00,,,,,,,,,,,,,,1536,1392
Retail_0029,$0.88 ,0,Retail,176.66,415.64,10.00,,,,,,,,,,,,,,1536,1520
Retail_0030,$0.00 ,0,Retail,331.96,785.32,5.00,,,,,,,,,,,,,,1536,1568
Retail_0031,$0.78 ,0,Retail,29.05,109.86,10.00,,,,,,,,,,,,,,1536,1712
Retail_0032,$0.00 ,0,Retail,26.17,106.40,5.00,,,,,,,,,,,,,,1536,1760
Retail_0033,$0.52 ,0,Retail,21.89,53.96,10.00,,,,,,,,,,,,,,1536,1904
Retail_0034,$0.00 ,0,Retail,34.57,168.01,5.00,,,,,,,,,,,,,,1536,1952
Retail_0035,$0.96 ,0,Retail,15.03,66.38,10.00,,,,,,,,,,,,,,1536,2176
Retail_0036,$0.00 ,0,Retail,11.90,57.93,5.00,,,,,,,,,,,,,,1536,2224
Retail_0037,$0.73 ,0,Retail,4.25,25.36,10.00,,,,,,,,,,,,,,1536,2368
Retail_0038,$0.00 ,0,Retail,14.89,14.71,5.00,,,,,,,,,,,,,,1536,2416
Retail_0039,$0.99 ,0,Retail,26.81,124.85,10.00,,,,,,,,,,,,,,1536,2464
Retail_0040,$0.00 ,0,Retail,159.65,415.62,5.00,,,,,,,,,,,,,,1536,2512
Retail_0041,$0.98 ,0,Retail,26.09,145.90,10.00,,,,,,,,,,,,,,1536,2560
Retail_0042,$0.00 ,0,Retail,97.14,490.07,5.00,,,,,,,,,,,,,,1536,2608
Retail_0043,$0.88 ,0,Retail,48.69,236.10,10.00,,,,,,,,,,,,,,1536,2752
Retail_0044,$0.00 ,0,Retail,24.05,99.55,5.00,,,,,,,,,,,,,,1536,2800
Retail_0045,$0.64 ,0,Retail,11.03,52.94,10.00,,,,,,,,,,,,,,1536,2944
Retail_0046,$0.00 ,0,Retail,83.27,339.06,5.00,,,,,,,,,,,,,,1536,2992
Retail_0047,$0.97 ,0,Retail,25.34,17.55,10.00,,,,,,,,,,,,,,1536,3136
Retail_0048,$0.00 ,0,Retail,15.71,16.78,5.00,,,,,,,,,,,,,,1536,3184
Retail_0049,$0.94 ,0,Retail,27.99,128.43,10.00,,,,,,,,,,,,,,1536,3328
Retail_0050,$0.00 ,0,Retail,86.45,320.08,5.00,,,,,,,,,,,,,,1536,3376
Retail_0051,$0.70 ,0,Retail,29.59,34.85,10.00,,,,,,,,,,,,,,1536,3520
Retail_0052,$0.00 ,0,Retail,11.91,48.76,5.00,,,,,,,,,,,,,,1536,3568
Retail_0053,$0.97 ,0,Retail,137.29,697.63,10.00,,,,,,,,,,,,,,1536,3712
Retail_0054,$0.00 ,0,Retail,414.65,1936.11,5.00,,,,,,,,,,,,,,1536,3760
Retail_0055,$0.74 ,0,Retail,109.85,515.44,10.00,,,,,,,,,,,,,,1536,3904
Retail_0056,$0.00 ,0,Retail,345.45,964.51,5.00,,,,,,,,,,,,,,1536,3952
Retail_0057,$0.65 ,0,Retail,180.89,842.91,10.00,,,,,,,,,,,,,,1536,4096
Retail_0058,$0.00 ,0,Retail,75.21,271.13,5.00,,,,,,,,,,,,,,1536,4144
Retail_0059,$0.88 ,0,Retail,7.70,6.87,10.00,,,,,,,,,,,,,,1536,4288
Retail_0060,$0.00 ,0,Retail,5.71,5.61,5.00,,,,,,,,,,,,,,1536,4336
Retail_0061,$0.94 ,0,Retail,13.54,46.28,10.00,,,,,,,,,,,,,,1536,4480
Retail_0062,$0.00 ,0,Retail,3.36,16.79,5.00,,,,,,,,,,,,,,1536,4528
Retail_0063,$0.59 ,0,Retail,5.54,6.45,10.00,,,,,,,,,,,,,,1536,4672
Retail_0064,$0.00 ,0,Retail,16.44,64.29,5.00,,,,,,,,,,,,,,1536,4720
Retail_0065,$0.00 ,0,Retail,11.79,69.16,5.00,,,,,,,,,,,,,,1536,6400
Retail_0066,$0.00 ,0,Retail,10.60,58.97,5.00,,,,,,,,,,,,,,1536,6592
Retail_0067,$0.00 ,0,Retail,70.15,307.42,5.00,,,,,,,,,,,,,,1536,6976
Retail_0068,$1.16 ,0,Retail,70.05,296.68,10.00,,,,,,,,,,,,,,1536,7024
Retail_0069,$1.73 ,0,Retail,55.77,212.08,10.00,,,,,,,,,,,,,,1536,7072
Retail_0070,$0.00 ,0,Retail,13.22,46.70,5.00,,,,,,,,,,,,,,1536,7168
Retail_0071,$1.09 ,0,Retail,44.49,172.70,10.00,,,,,,,,,,,,,,1536,7216
Retail_0072,$1.92 ,0,Retail,41.89,131.11,10.00,,,,,,,,,,,,,,1536,7264
Retail_0073,$0.00 ,0,Retail,10.41,44.88,5.00,,,,,,,,,,,,,,1536,10048
Retail_0074,$0.00 ,0,Retail,12.21,9.95,5.00,,,,,,,,,,,,,,1536,10432
Retail_0075,$0.00 ,0,Retail,12.65,9.22,5.00,,,,,,,,,,,,,,1536,10624
Retail_0076,$0.00 ,0,Retail,12.79,79.67,5.00,,,,,,,,,,,,,,1536,10816
Retail_0077,$0.00 ,0,Retail,10.19,43.04,5.00,,,,,,,,,,,,,,1536,11008
Retail_0078,$1.81 ,0,Retail,4.73,26.89,10.00,,,,,,,,,,,,,,1536,11072
Retail_0079,$1.18 ,0,Retail,8.91,34.46,10.00,,,,,,,,,,,,,,1536,11136
Retail_0080,$0.00 ,0,Retail,22.23,61.23,5.00,,,,,,,,,,,,,,1536,11200
Retail_0081,$1.24 ,0,Retail,14.34,43.12,10.00,,,,,,,,,,,,,,1536,11968
Retail_0082,$1.58 ,0,Retail,8.89,34.98,10.00,,,,,,,,,,,,,,1536,12016
Trans_0001,$0.34 ,5,Trans,,,5.00,,,,,,,,,,,,,,480,224
Trans_0002,$0.35 ,5,Trans,,,5.00,,,,,,,,,,,,,,480,256
Trans_0003,$0.20 ,5,Trans,,,5.00,,,,,,,,,,,,,,480,2336
Trans_0004,$0.04 ,5,Trans,,,5.00,,,,,,,,,,,,,,480,2368
